year	site	plotid	depth	subsample	rep	rotation	crop	tillage	drainage	SOIL1	SOIL2	SOIL39	SOIL29	SOIL30	SOIL31	SOIL32
2011	DPAC	NE	0 - 10	11	1	ROT5	Soybean	TIL2	DWM2	1.54	0.376	0.377	0.319	0.31	0.298	0.178
2013	DPAC	NE	0 - 10	11	1	ROT5	Soybean	TIL2	DWM2	1.38	0.439	0.439	0.361	0.345	0.322	0.167
2015	DPAC	NE	0 - 10	11	1	ROT5	Soybean	TIL2	DWM2	1.32	0.423	0.417	0.336	0.313	0.282	0.148
2011	DPAC	NE	0 - 10	12	1	ROT5	Soybean	TIL2	DWM2	1.44	0.394	0.395	0.311	0.3	0.29	0.167
2013	DPAC	NE	0 - 10	12	1	ROT5	Soybean	TIL2	DWM2	1.37	0.431	0.43	0.304	0.293	0.277	0.166
2015	DPAC	NE	0 - 10	12	1	ROT5	Soybean	TIL2	DWM2	1.38	0.417	0.408	0.331	0.314	0.291	0.156
2011	DPAC	NE	0 - 10	13	1	ROT5	Soybean	TIL2	DWM2	1.44	0.383	0.383	0.327	0.315	0.307	0.166
2013	DPAC	NE	0 - 10	13	1	ROT5	Soybean	TIL2	DWM2	1.44	0.416	0.42	0.387	0.376	0.353	0.174
2015	DPAC	NE	0 - 10	13	1	ROT5	Soybean	TIL2	DWM2	1.51	0.401	0.4	0.356	0.329	0.298	0.169
2011	DPAC	NE	0 - 10	1	1	ROT5	Soybean	TIL2	DWM2							
2013	DPAC	NE	0 - 10	1	1	ROT5	Soybean	TIL2	DWM2							
2015	DPAC	NE	0 - 10	1	1	ROT5	Soybean	TIL2	DWM2							
2011	DPAC	NE	0 - 10	21	1	ROT5	Soybean	TIL2	DWM2	1.48	0.401	0.399	0.347	0.335	0.331	0.167
2013	DPAC	NE	0 - 10	21	1	ROT5	Soybean	TIL2	DWM2	1.5	0.401	0.405	0.341	0.325	0.308	0.158
2015	DPAC	NE	0 - 10	21	1	ROT5	Soybean	TIL2	DWM2	1.33	0.447	0.442	0.307	0.286	0.264	0.128
2011	DPAC	NE	0 - 10	22	1	ROT5	Soybean	TIL2	DWM2	1.42	0.423	0.425	0.34	0.327	0.315	0.159
2013	DPAC	NE	0 - 10	22	1	ROT5	Soybean	TIL2	DWM2	1.51	0.402	0.385	0.308	0.299	0.283	0.159
2015	DPAC	NE	0 - 10	22	1	ROT5	Soybean	TIL2	DWM2	1.39	0.407	0.405	0.315	0.29	0.264	0.133
2011	DPAC	NE	0 - 10	23	1	ROT5	Soybean	TIL2	DWM2	1.49	0.396	0.397	0.331	0.318	0.312	0.168
2013	DPAC	NE	0 - 10	23	1	ROT5	Soybean	TIL2	DWM2	1.59	0.367	0.372	0.328	0.319	0.305	0.168
2015	DPAC	NE	0 - 10	23	1	ROT5	Soybean	TIL2	DWM2	1.45	0.411	0.41	0.331	0.3	0.269	0.139
2011	DPAC	NE	0 - 10	2	1	ROT5	Soybean	TIL2	DWM2							
2013	DPAC	NE	0 - 10	2	1	ROT5	Soybean	TIL2	DWM2							
2015	DPAC	NE	0 - 10	2	1	ROT5	Soybean	TIL2	DWM2							
2011	DPAC	NE	0 - 10	31	1	ROT5	Soybean	TIL2	DWM2	1.31	0.449	0.44	0.351	0.339	0.337	0.153
2013	DPAC	NE	0 - 10	31	1	ROT5	Soybean	TIL2	DWM2	1.51	0.412	0.419	0.359	0.351	0.33	0.175
2015	DPAC	NE	0 - 10	31	1	ROT5	Soybean	TIL2	DWM2	1.43	0.423	0.408	0.352	0.328	0.304	0.158
2011	DPAC	NE	0 - 10	32	1	ROT5	Soybean	TIL2	DWM2	1.37	0.415	0.417	0.363	0.349	0.343	0.16
2013	DPAC	NE	0 - 10	32	1	ROT5	Soybean	TIL2	DWM2	1.39	0.414	0.415	0.357	0.347	0.335	0.162
2015	DPAC	NE	0 - 10	32	1	ROT5	Soybean	TIL2	DWM2	1.47	0.439	0.428	0.362	0.336	0.312	0.162
2011	DPAC	NE	0 - 10	33	1	ROT5	Soybean	TIL2	DWM2	1.3	0.453	0.451	0.382	0.37	0.368	0.152
2013	DPAC	NE	0 - 10	33	1	ROT5	Soybean	TIL2	DWM2	1.41	0.413	0.41	0.345	0.335	0.322	0.164
2015	DPAC	NE	0 - 10	33	1	ROT5	Soybean	TIL2	DWM2	1.46	0.413	0.407	0.339	0.315	0.292	0.16
2011	DPAC	NE	0 - 10	3	1	ROT5	Soybean	TIL2	DWM2							
2013	DPAC	NE	0 - 10	3	1	ROT5	Soybean	TIL2	DWM2							
2015	DPAC	NE	0 - 10	3	1	ROT5	Soybean	TIL2	DWM2							
2011	DPAC	NE	0 - 30	1	1	ROT5	Soybean	TIL2	DWM2							
2012	DPAC	NE	0 - 30	1	1	ROT5	Corn	TIL2	DWM2							
2012	DPAC	NE	0 - 30	1	1	ROT5	Corn	TIL2	DWM2							
2013	DPAC	NE	0 - 30	1	1	ROT5	Soybean	TIL2	DWM2							
2014	DPAC	NE	0 - 30	1	1	ROT5	Corn	TIL2	DWM2							
2015	DPAC	NE	0 - 30	1	1	ROT5	Soybean	TIL2	DWM2							
2011	DPAC	NE	0 - 30	2	1	ROT5	Soybean	TIL2	DWM2							
2012	DPAC	NE	0 - 30	2	1	ROT5	Corn	TIL2	DWM2							
2012	DPAC	NE	0 - 30	2	1	ROT5	Corn	TIL2	DWM2							
2013	DPAC	NE	0 - 30	2	1	ROT5	Soybean	TIL2	DWM2							
2014	DPAC	NE	0 - 30	2	1	ROT5	Corn	TIL2	DWM2							
2015	DPAC	NE	0 - 30	2	1	ROT5	Soybean	TIL2	DWM2							
2011	DPAC	NE	0 - 30	3	1	ROT5	Soybean	TIL2	DWM2							
2012	DPAC	NE	0 - 30	3	1	ROT5	Corn	TIL2	DWM2							
2012	DPAC	NE	0 - 30	3	1	ROT5	Corn	TIL2	DWM2							
2013	DPAC	NE	0 - 30	3	1	ROT5	Soybean	TIL2	DWM2							
2014	DPAC	NE	0 - 30	3	1	ROT5	Corn	TIL2	DWM2							
2015	DPAC	NE	0 - 30	3	1	ROT5	Soybean	TIL2	DWM2							
2011	DPAC	NE	20-Oct	11	1	ROT5	Soybean	TIL2	DWM2	1.69	0.34	0.34	0.317	0.312	0.306	0.219
2013	DPAC	NE	20-Oct	11	1	ROT5	Soybean	TIL2	DWM2	1.57	0.397	0.399	0.365	0.359	0.347	0.188
2015	DPAC	NE	20-Oct	11	1	ROT5	Soybean	TIL2	DWM2	1.56	0.371	0.367	0.322	0.304	0.289	0.174
2011	DPAC	NE	20-Oct	12	1	ROT5	Soybean	TIL2	DWM2	1.65	0.355	0.354	0.333	0.326	0.319	0.214
2013	DPAC	NE	20-Oct	12	1	ROT5	Soybean	TIL2	DWM2	1.54	0.395	0.395	0.338	0.329	0.316	0.183
2015	DPAC	NE	20-Oct	12	1	ROT5	Soybean	TIL2	DWM2	1.61	0.381	0.381	0.329	0.311	0.295	0.178
2011	DPAC	NE	20-Oct	13	1	ROT5	Soybean	TIL2	DWM2	1.6	0.361	0.363	0.322	0.314	0.307	0.207
2013	DPAC	NE	20-Oct	13	1	ROT5	Soybean	TIL2	DWM2	1.56	0.417	0.42	0.391	0.383	0.368	0.186
2015	DPAC	NE	20-Oct	13	1	ROT5	Soybean	TIL2	DWM2	1.6	0.37	0.361	0.324	0.307	0.289	0.177
2011	DPAC	NE	20-Oct	1	1	ROT5	Soybean	TIL2	DWM2							
2013	DPAC	NE	20-Oct	1	1	ROT5	Soybean	TIL2	DWM2							
2015	DPAC	NE	20-Oct	1	1	ROT5	Soybean	TIL2	DWM2							
2011	DPAC	NE	20-Oct	21	1	ROT5	Soybean	TIL2	DWM2	1.63	0.357	0.362	0.33	0.322	0.317	0.193
2013	DPAC	NE	20-Oct	21	1	ROT5	Soybean	TIL2	DWM2	1.63	0.388	0.392	0.352	0.344	0.329	0.175
2015	DPAC	NE	20-Oct	21	1	ROT5	Soybean	TIL2	DWM2	1.61	0.373	0.37	0.315	0.3	0.284	0.158
2011	DPAC	NE	20-Oct	22	1	ROT5	Soybean	TIL2	DWM2	1.54	0.385	0.385	0.347	0.341	0.33	0.182
2013	DPAC	NE	20-Oct	22	1	ROT5	Soybean	TIL2	DWM2	1.67	0.349	0.353	0.327	0.32	0.309	0.18
2015	DPAC	NE	20-Oct	22	1	ROT5	Soybean	TIL2	DWM2	1.57	0.369	0.363	0.314	0.298	0.284	0.154
2011	DPAC	NE	20-Oct	23	1	ROT5	Soybean	TIL2	DWM2	1.56	0.381	0.382	0.343	0.336	0.329	0.185
2013	DPAC	NE	20-Oct	23	1	ROT5	Soybean	TIL2	DWM2	1.68	0.38	0.382	0.335	0.326	0.313	0.18
2015	DPAC	NE	20-Oct	23	1	ROT5	Soybean	TIL2	DWM2	1.58	0.373	0.371	0.327	0.305	0.284	0.155
2011	DPAC	NE	20-Oct	2	1	ROT5	Soybean	TIL2	DWM2							
2013	DPAC	NE	20-Oct	2	1	ROT5	Soybean	TIL2	DWM2							
2015	DPAC	NE	20-Oct	2	1	ROT5	Soybean	TIL2	DWM2							
2011	DPAC	NE	20-Oct	31	1	ROT5	Soybean	TIL2	DWM2	1.48	0.407	0.407	0.358	0.349	0.345	0.182
2013	DPAC	NE	20-Oct	31	1	ROT5	Soybean	TIL2	DWM2	1.54	0.406	0.41	0.368	0.359	0.344	0.185
2015	DPAC	NE	20-Oct	31	1	ROT5	Soybean	TIL2	DWM2	1.56	0.387	0.386	0.333	0.319	0.31	0.173
2011	DPAC	NE	20-Oct	32	1	ROT5	Soybean	TIL2	DWM2	1.49	0.409	0.41	0.36	0.353	0.345	0.183
2013	DPAC	NE	20-Oct	32	1	ROT5	Soybean	TIL2	DWM2	1.47	0.419	0.411	0.367	0.357	0.344	0.177
2015	DPAC	NE	20-Oct	32	1	ROT5	Soybean	TIL2	DWM2	1.55	0.403	0.383	0.321	0.307	0.295	0.173
2011	DPAC	NE	20-Oct	33	1	ROT5	Soybean	TIL2	DWM2	1.46	0.426	0.422	0.377	0.368	0.362	0.179
2013	DPAC	NE	20-Oct	33	1	ROT5	Soybean	TIL2	DWM2	1.49	0.382	0.387	0.347	0.339	0.33	0.18
2015	DPAC	NE	20-Oct	33	1	ROT5	Soybean	TIL2	DWM2	1.54	0.389	0.381	0.322	0.309	0.297	0.171
2011	DPAC	NE	20-Oct	3	1	ROT5	Soybean	TIL2	DWM2							
2013	DPAC	NE	20-Oct	3	1	ROT5	Soybean	TIL2	DWM2							
2015	DPAC	NE	20-Oct	3	1	ROT5	Soybean	TIL2	DWM2							
2011	DPAC	NE	20 - 40	11	1	ROT5	Soybean	TIL2	DWM2	1.58	0.374	0.375	0.368	0.364	0.361	0.233
2013	DPAC	NE	20 - 40	11	1	ROT5	Soybean	TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	NE	20 - 40	11	1	ROT5	Soybean	TIL2	DWM2	1.5	0.393	0.39	0.355	0.338	0.325	0.216
2011	DPAC	NE	20 - 40	12	1	ROT5	Soybean	TIL2	DWM2	1.53	0.391	0.393	0.379	0.374	0.368	0.225
2013	DPAC	NE	20 - 40	12	1	ROT5	Soybean	TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	NE	20 - 40	12	1	ROT5	Soybean	TIL2	DWM2	1.55	0.383	0.384	0.359	0.346	0.34	0.224
2011	DPAC	NE	20 - 40	13	1	ROT5	Soybean	TIL2	DWM2	1.48	0.391	0.396	0.385	0.378	0.373	0.218
2013	DPAC	NE	20 - 40	13	1	ROT5	Soybean	TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	NE	20 - 40	13	1	ROT5	Soybean	TIL2	DWM2	1.57	0.368	0.367	0.35	0.335	0.33	0.226
2011	DPAC	NE	20 - 40	1	1	ROT5	Soybean	TIL2	DWM2							
2013	DPAC	NE	20 - 40	1	1	ROT5	Soybean	TIL2	DWM2							
2015	DPAC	NE	20 - 40	1	1	ROT5	Soybean	TIL2	DWM2							
2011	DPAC	NE	20 - 40	21	1	ROT5	Soybean	TIL2	DWM2	1.56	0.388	0.388	0.379	0.374	0.369	0.303
2013	DPAC	NE	20 - 40	21	1	ROT5	Soybean	TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	NE	20 - 40	21	1	ROT5	Soybean	TIL2	DWM2	1.49	0.402	0.395	0.366	0.357	0.351	0.221
2011	DPAC	NE	20 - 40	22	1	ROT5	Soybean	TIL2	DWM2	1.57	0.385	0.383	0.373	0.368	0.362	0.305
2013	DPAC	NE	20 - 40	22	1	ROT5	Soybean	TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	NE	20 - 40	22	1	ROT5	Soybean	TIL2	DWM2	1.45	0.369	0.371	0.361	0.355	0.353	0.216
2011	DPAC	NE	20 - 40	23	1	ROT5	Soybean	TIL2	DWM2	1.53	0.392	0.392	0.382	0.374	0.371	0.297
2013	DPAC	NE	20 - 40	23	1	ROT5	Soybean	TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	NE	20 - 40	23	1	ROT5	Soybean	TIL2	DWM2	1.48	0.414	0.395	0.358	0.347	0.343	0.22
2011	DPAC	NE	20 - 40	2	1	ROT5	Soybean	TIL2	DWM2							
2013	DPAC	NE	20 - 40	2	1	ROT5	Soybean	TIL2	DWM2							
2015	DPAC	NE	20 - 40	2	1	ROT5	Soybean	TIL2	DWM2							
2011	DPAC	NE	20 - 40	31	1	ROT5	Soybean	TIL2	DWM2	1.47	0.405	0.407	0.392	0.385	0.381	0.242
2013	DPAC	NE	20 - 40	31	1	ROT5	Soybean	TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	NE	20 - 40	31	1	ROT5	Soybean	TIL2	DWM2	1.43	0.43	0.429	0.41	0.402	0.398	0.219
2011	DPAC	NE	20 - 40	32	1	ROT5	Soybean	TIL2	DWM2	1.45	0.417	0.412	0.381	0.374	0.367	0.238
2013	DPAC	NE	20 - 40	32	1	ROT5	Soybean	TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	NE	20 - 40	32	1	ROT5	Soybean	TIL2	DWM2	1.47	0.417	0.419	0.395	0.384	0.38	0.225
2011	DPAC	NE	20 - 40	33	1	ROT5	Soybean	TIL2	DWM2	1.44	0.404	0.405	0.391	0.383	0.377	0.236
2013	DPAC	NE	20 - 40	33	1	ROT5	Soybean	TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	NE	20 - 40	33	1	ROT5	Soybean	TIL2	DWM2	1.4	0.432	0.434	0.4	0.395	0.392	0.214
2011	DPAC	NE	20 - 40	3	1	ROT5	Soybean	TIL2	DWM2							
2013	DPAC	NE	20 - 40	3	1	ROT5	Soybean	TIL2	DWM2							
2015	DPAC	NE	20 - 40	3	1	ROT5	Soybean	TIL2	DWM2							
2011	DPAC	NE	30 - 60	1	1	ROT5	Soybean	TIL2	DWM2							
2012	DPAC	NE	30 - 60	1	1	ROT5	Corn	TIL2	DWM2							
2012	DPAC	NE	30 - 60	1	1	ROT5	Corn	TIL2	DWM2							
2013	DPAC	NE	30 - 60	1	1	ROT5	Soybean	TIL2	DWM2							
2014	DPAC	NE	30 - 60	1	1	ROT5	Corn	TIL2	DWM2							
2015	DPAC	NE	30 - 60	1	1	ROT5	Soybean	TIL2	DWM2							
2011	DPAC	NE	30 - 60	2	1	ROT5	Soybean	TIL2	DWM2							
2012	DPAC	NE	30 - 60	2	1	ROT5	Corn	TIL2	DWM2							
2012	DPAC	NE	30 - 60	2	1	ROT5	Corn	TIL2	DWM2							
2013	DPAC	NE	30 - 60	2	1	ROT5	Soybean	TIL2	DWM2							
2014	DPAC	NE	30 - 60	2	1	ROT5	Corn	TIL2	DWM2							
2015	DPAC	NE	30 - 60	2	1	ROT5	Soybean	TIL2	DWM2							
2011	DPAC	NE	30 - 60	3	1	ROT5	Soybean	TIL2	DWM2							
2012	DPAC	NE	30 - 60	3	1	ROT5	Corn	TIL2	DWM2							
2012	DPAC	NE	30 - 60	3	1	ROT5	Corn	TIL2	DWM2							
2013	DPAC	NE	30 - 60	3	1	ROT5	Soybean	TIL2	DWM2							
2014	DPAC	NE	30 - 60	3	1	ROT5	Corn	TIL2	DWM2							
2015	DPAC	NE	30 - 60	3	1	ROT5	Soybean	TIL2	DWM2							
2011	DPAC	NE	40 - 60	11	1	ROT5	Soybean	TIL2	DWM2	1.5	0.39	0.39	0.376	0.368	0.363	0.271
2013	DPAC	NE	40 - 60	11	1	ROT5	Soybean	TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	NE	40 - 60	11	1	ROT5	Soybean	TIL2	DWM2	1.37	0.377	0.378	0.366	0.362	0.359	0.205
2011	DPAC	NE	40 - 60	12	1	ROT5	Soybean	TIL2	DWM2	1.5	0.391	0.39	0.38	0.378	0.374	0.272
2013	DPAC	NE	40 - 60	12	1	ROT5	Soybean	TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	NE	40 - 60	12	1	ROT5	Soybean	TIL2	DWM2	1.36	0.371	0.374	0.363	0.354	0.35	0.203
2011	DPAC	NE	40 - 60	13	1	ROT5	Soybean	TIL2	DWM2	1.45	0.416	0.412	0.396	0.39	0.384	0.263
2013	DPAC	NE	40 - 60	13	1	ROT5	Soybean	TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	NE	40 - 60	13	1	ROT5	Soybean	TIL2	DWM2	1.46	0.401	0.399	0.371	0.364	0.361	0.218
2011	DPAC	NE	40 - 60	1	1	ROT5	Soybean	TIL2	DWM2							
2013	DPAC	NE	40 - 60	1	1	ROT5	Soybean	TIL2	DWM2							
2015	DPAC	NE	40 - 60	1	1	ROT5	Soybean	TIL2	DWM2							
2011	DPAC	NE	40 - 60	21	1	ROT5	Soybean	TIL2	DWM2	1.54	0.386	0.384	0.372	0.365	0.358	0.212
2013	DPAC	NE	40 - 60	21	1	ROT5	Soybean	TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	NE	40 - 60	21	1	ROT5	Soybean	TIL2	DWM2	1.62	0.377	0.371	0.348	0.339	0.336	0.268
2011	DPAC	NE	40 - 60	22	1	ROT5	Soybean	TIL2	DWM2	1.53	0.383	0.382	0.366	0.356	0.35	0.209
2013	DPAC	NE	40 - 60	22	1	ROT5	Soybean	TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	NE	40 - 60	22	1	ROT5	Soybean	TIL2	DWM2	1.51	0.365	0.367	0.344	0.334	0.328	0.25
2011	DPAC	NE	40 - 60	23	1	ROT5	Soybean	TIL2	DWM2	1.54	0.395	0.397	0.394	0.387	0.383	0.211
2013	DPAC	NE	40 - 60	23	1	ROT5	Soybean	TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	NE	40 - 60	23	1	ROT5	Soybean	TIL2	DWM2	1.5	0.41	0.409	0.377	0.367	0.364	0.247
2011	DPAC	NE	40 - 60	2	1	ROT5	Soybean	TIL2	DWM2							
2013	DPAC	NE	40 - 60	2	1	ROT5	Soybean	TIL2	DWM2							
2015	DPAC	NE	40 - 60	2	1	ROT5	Soybean	TIL2	DWM2							
2011	DPAC	NE	40 - 60	31	1	ROT5	Soybean	TIL2	DWM2	1.5	0.4	0.422	0.388	0.383	0.38	0.263
2013	DPAC	NE	40 - 60	31	1	ROT5	Soybean	TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	NE	40 - 60	31	1	ROT5	Soybean	TIL2	DWM2	1.61	0.37	0.371	0.357	0.351	0.347	0.264
2011	DPAC	NE	40 - 60	32	1	ROT5	Soybean	TIL2	DWM2	1.33	0.357	0.357	0.353	0.348	0.345	0.234
2013	DPAC	NE	40 - 60	32	1	ROT5	Soybean	TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	NE	40 - 60	32	1	ROT5	Soybean	TIL2	DWM2	1.4	0.419	0.417	0.38	0.37	0.365	0.229
2011	DPAC	NE	40 - 60	33	1	ROT5	Soybean	TIL2	DWM2	1.44	0.388	0.388	0.383	0.378	0.372	0.253
2013	DPAC	NE	40 - 60	33	1	ROT5	Soybean	TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	NE	40 - 60	33	1	ROT5	Soybean	TIL2	DWM2	1.52	0.393	0.395	0.38	0.37	0.361	0.249
2011	DPAC	NE	40 - 60	3	1	ROT5	Soybean	TIL2	DWM2							
2013	DPAC	NE	40 - 60	3	1	ROT5	Soybean	TIL2	DWM2							
2015	DPAC	NE	40 - 60	3	1	ROT5	Soybean	TIL2	DWM2							
2011	DPAC	NE	60 - 90	1	1	ROT5	Soybean	TIL2	DWM2							
2012	DPAC	NE	60 - 90	1	1	ROT5	Corn	TIL2	DWM2							
2012	DPAC	NE	60 - 90	1	1	ROT5	Corn	TIL2	DWM2							
2013	DPAC	NE	60 - 90	1	1	ROT5	Soybean	TIL2	DWM2							
2014	DPAC	NE	60 - 90	1	1	ROT5	Corn	TIL2	DWM2							
2015	DPAC	NE	60 - 90	1	1	ROT5	Soybean	TIL2	DWM2							
2011	DPAC	NE	60 - 90	2	1	ROT5	Soybean	TIL2	DWM2							
2012	DPAC	NE	60 - 90	2	1	ROT5	Corn	TIL2	DWM2							
2012	DPAC	NE	60 - 90	2	1	ROT5	Corn	TIL2	DWM2							
2013	DPAC	NE	60 - 90	2	1	ROT5	Soybean	TIL2	DWM2							
2014	DPAC	NE	60 - 90	2	1	ROT5	Corn	TIL2	DWM2							
2015	DPAC	NE	60 - 90	2	1	ROT5	Soybean	TIL2	DWM2							
2011	DPAC	NE	60 - 90	3	1	ROT5	Soybean	TIL2	DWM2							
2012	DPAC	NE	60 - 90	3	1	ROT5	Corn	TIL2	DWM2							
2012	DPAC	NE	60 - 90	3	1	ROT5	Corn	TIL2	DWM2							
2013	DPAC	NE	60 - 90	3	1	ROT5	Soybean	TIL2	DWM2							
2014	DPAC	NE	60 - 90	3	1	ROT5	Corn	TIL2	DWM2							
2015	DPAC	NE	60 - 90	3	1	ROT5	Soybean	TIL2	DWM2							
2011	DPAC	NE		1	1	ROT5	Soybean	TIL2	DWM2							
2012	DPAC	NE		1	1	ROT5	Corn	TIL2	DWM2							
2013	DPAC	NE		1	1	ROT5	Soybean	TIL2	DWM2							
2014	DPAC	NE		1	1	ROT5	Corn	TIL2	DWM2							
2015	DPAC	NE		1	1	ROT5	Soybean	TIL2	DWM2							
2011	DPAC	NW	0 - 10	11	1	ROT5	Soybean	TIL2	DWM3	1.41	0.415	0.414	0.348	0.331	0.319	0.191
2013	DPAC	NW	0 - 10	11	1	ROT5	Soybean	TIL2	DWM3	1.39	0.459	0.457	0.369	0.356	0.34	0.203
2015	DPAC	NW	0 - 10	11	1	ROT5	Soybean	TIL2	DWM3	1.44	0.415	0.411	0.353	0.331	0.317	0.199
2011	DPAC	NW	0 - 10	12	1	ROT5	Soybean	TIL2	DWM3	1.46	0.41	0.411	0.357	0.346	0.34	0.198
2013	DPAC	NW	0 - 10	12	1	ROT5	Soybean	TIL2	DWM3	1.34	0.443	0.445	0.335	0.317	0.304	0.196
2015	DPAC	NW	0 - 10	12	1	ROT5	Soybean	TIL2	DWM3	1.3	0.445	0.417	0.351	0.331	0.309	0.178
2011	DPAC	NW	0 - 10	13	1	ROT5	Soybean	TIL2	DWM3	1.34	0.442	0.443	0.348	0.335	0.32	0.181
2013	DPAC	NW	0 - 10	13	1	ROT5	Soybean	TIL2	DWM3	1.54	0.437	0.432	0.389	0.377	0.366	0.225
2015	DPAC	NW	0 - 10	13	1	ROT5	Soybean	TIL2	DWM3	1.43	0.408	0.399	0.343	0.326	0.306	0.196
2011	DPAC	NW	0 - 10	1	1	ROT5	Soybean	TIL2	DWM3							
2013	DPAC	NW	0 - 10	1	1	ROT5	Soybean	TIL2	DWM3							
2015	DPAC	NW	0 - 10	1	1	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	NW	0 - 10	21	1	ROT5	Soybean	TIL2	DWM3	1.37	0.418	0.42	0.314	0.298	0.288	0.132
2013	DPAC	NW	0 - 10	21	1	ROT5	Soybean	TIL2	DWM3	1.56	0.41	0.402	0.336	0.322	0.312	0.162
2015	DPAC	NW	0 - 10	21	1	ROT5	Soybean	TIL2	DWM3	1.51	0.358	0.356	0.279	0.256	0.226	0.156
2011	DPAC	NW	0 - 10	22	1	ROT5	Soybean	TIL2	DWM3	1.35	0.43	0.422	0.327	0.315	0.304	0.129
2013	DPAC	NW	0 - 10	22	1	ROT5	Soybean	TIL2	DWM3	1.56	0.393	0.396	0.324	0.31	0.296	0.161
2015	DPAC	NW	0 - 10	22	1	ROT5	Soybean	TIL2	DWM3	1.4	0.417	0.415	0.348	0.332	0.312	0.144
2011	DPAC	NW	0 - 10	23	1	ROT5	Soybean	TIL2	DWM3	1.39	0.412	0.412	0.32	0.303	0.293	0.133
2013	DPAC	NW	0 - 10	23	1	ROT5	Soybean	TIL2	DWM3	1.57	0.384	0.393	0.346	0.329	0.313	0.163
2015	DPAC	NW	0 - 10	23	1	ROT5	Soybean	TIL2	DWM3	1.32	0.443	0.425	0.354	0.333	0.305	0.136
2011	DPAC	NW	0 - 10	2	1	ROT5	Soybean	TIL2	DWM3							
2013	DPAC	NW	0 - 10	2	1	ROT5	Soybean	TIL2	DWM3							
2015	DPAC	NW	0 - 10	2	1	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	NW	0 - 10	31	1	ROT5	Soybean	TIL2	DWM3	1.3	0.437	0.431	0.3	0.286	0.28	0.143
2013	DPAC	NW	0 - 10	31	1	ROT5	Soybean	TIL2	DWM3	1.47	0.42	0.422	0.315	0.301	0.288	0.138
2015	DPAC	NW	0 - 10	31	1	ROT5	Soybean	TIL2	DWM3	1.46	0.413	0.411	0.344	0.325	0.303	0.148
2011	DPAC	NW	0 - 10	32	1	ROT5	Soybean	TIL2	DWM3	1.45	0.405	0.405	0.34	0.326	0.313	0.16
2013	DPAC	NW	0 - 10	32	1	ROT5	Soybean	TIL2	DWM3	1.39	0.412	0.417	0.31	0.293	0.275	0.131
2015	DPAC	NW	0 - 10	32	1	ROT5	Soybean	TIL2	DWM3	1.51	0.409	0.4	0.341	0.323	0.304	0.154
2011	DPAC	NW	0 - 10	33	1	ROT5	Soybean	TIL2	DWM3	1.42	0.392	0.387	0.32	0.309	0.298	0.156
2013	DPAC	NW	0 - 10	33	1	ROT5	Soybean	TIL2	DWM3	1.46	0.414	0.42	0.332	0.312	0.295	0.138
2015	DPAC	NW	0 - 10	33	1	ROT5	Soybean	TIL2	DWM3	1.32	0.432	0.426	0.335	0.318	0.296	0.135
2011	DPAC	NW	0 - 10	3	1	ROT5	Soybean	TIL2	DWM3							
2013	DPAC	NW	0 - 10	3	1	ROT5	Soybean	TIL2	DWM3							
2015	DPAC	NW	0 - 10	3	1	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	NW	0 - 30	1	1	ROT5	Soybean	TIL2	DWM3							
2012	DPAC	NW	0 - 30	1	1	ROT5	Corn	TIL2	DWM3							
2012	DPAC	NW	0 - 30	1	1	ROT5	Corn	TIL2	DWM3							
2013	DPAC	NW	0 - 30	1	1	ROT5	Soybean	TIL2	DWM3							
2014	DPAC	NW	0 - 30	1	1	ROT5	Corn	TIL2	DWM3							
2015	DPAC	NW	0 - 30	1	1	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	NW	0 - 30	2	1	ROT5	Soybean	TIL2	DWM3							
